issue_id,request_by,approved_by,merged_by
#9721,rebroad,,
#9720,theuni,instagibbs|gmaxwell,laanwj
#9719,rebroad,kallewoof,
#9718,luke-jr,,laanwj
#9717,jtimon,dcousens,
#9716,pstratem,,
#9715,TheBlueMatt,gmaxwell,laanwj
#9714,jnewbery,,
#9713,jnewbery,,
#9712,laanwj,,MarcoFalke
#9711,jnewbery,,laanwj
#9709,sdaftuar,,
#9708,TheBlueMatt,dcousens|gmaxwell,sipa
#9707,jnewbery,,MarcoFalke
#9706,jnewbery,,
#9705,laanwj,jonasschnelli,laanwj
#9704,rebroad,,
#9701,ryanofsky,,MarcoFalke
#9700,sdaftuar,,
#9699,droark,,
#9698,theuni,,laanwj
#9697,jonasschnelli,ryanofsky|paveljanik,jonasschnelli
#9696,practicalswift,jonasschnelli,MarcoFalke
#9695,theuni,gmaxwell|dcousens,
#9693,gmaxwell,jtimon,sipa
#9691,gmaxwell,,laanwj
#9690,da2x,,jonasschnelli
#9686,kallewoof,,
#9682,ryanofsky,kallewoof|jonasschnelli,laanwj
#9681,jonasschnelli,,laanwj
#9680,ryanofsky,kallewoof,sipa
#9679,TheBlueMatt,,laanwj
#9677,mlmikael,,
#9675,kokifpen,,laanwj
#9674,TheBlueMatt,dcousens,laanwj
#9673,ryanofsky,,laanwj
#9672,luke-jr,,laanwj
#9671,TheBlueMatt,dcousens,laanwj
#9670,laanwj,JeremyRubin,laanwj
#9669,sosochain,,
#9665,TheBlueMatt,instagibbs,laanwj
#9663,instagibbs,,laanwj
#9662,jonasschnelli,,laanwj
#9660,droark,,
#9659,jtimon,,laanwj
#9658,isle2983,,
#9657,jnewbery,,MarcoFalke
#9656,TheBlueMatt,,laanwj
#9654,jtimon,,laanwj
#9651,practicalswift,,laanwj
#9650,TheBlueMatt,,laanwj
#9649,MarcoFalke,,MarcoFalke
#9647,luke-jr,,laanwj
#9646,theuni,,laanwj
#9644,kallewoof,,MarcoFalke
#9643,kallewoof,,laanwj
#9642,luke-jr,,
#9640,sdaftuar,,laanwj
#9638,MarcoFalke,,laanwj
#9637,jonasschnelli,,laanwj
#9634,jtimon,,
#9632,isle2983,,
#9630,jnewbery,,
#9628,sdaftuar,ryanofsky,MarcoFalke
#9627,jtimon,,
#9626,TheBlueMatt,btcdrak,laanwj
#9625,morcos,,laanwj
#9624,jnewbery,,jonasschnelli
#9623,smatthewenglish,,
#9622,kallewoof,ryanofsky,laanwj
#9621,luke-jr,dcousens,
#9619,luke-jr,jonasschnelli,laanwj
#9617,ghost,,laanwj
#9616,thedigitalpatriot,,
#9615,morcos,ryanofsky,laanwj
#9614,ryanofsky,jonasschnelli|laanwj,laanwj
#9613,ryanofsky,,laanwj
#9612,kallewoof,jonasschnelli,laanwj
#9610,MarcoFalke,,MarcoFalke
#9609,theuni,,laanwj
#9608,jtimon,dcousens,
#9607,practicalswift,jonasschnelli,laanwj
#9606,sdaftuar,,laanwj
#9605,TheBlueMatt,,laanwj
#9604,jnewbery,,laanwj
#9603,isle2983,,
#9602,morcos,dcousens,
#9599,rebroad,joseroubert08,
#9598,practicalswift,dcousens,laanwj
#9597,kallewoof,,
#9596,morcos,dcousens,sipa
#9595,kallewoof,,
#9594,gmaxwell,,laanwj
#9592,ryanofsky,jonasschnelli|jonasschnelli,jonasschnelli
#9591,jnewbery,,
#9590,practicalswift,dcousens,
#9589,morcos,ryanofsky|ryanofsky|btcdrak,laanwj
#9588,MarcoFalke,,jonasschnelli
#9587,paveljanik,,laanwj
#9583,TheBlueMatt,,
#9582,practicalswift,,
#9581,practicalswift,,
#9580,droark,,laanwj
#9579,jtimon,dcousens,
#9578,TheBlueMatt,,sipa
#9577,jnewbery,MarcoFalke,MarcoFalke
#9576,practicalswift,,laanwj
#9575,practicalswift,,laanwj
#9574,fanquake,,laanwj
#9572,jl2012,,laanwj
#9571,pinheadmz,,laanwj
#9570,TheBlueMatt,,
#9569,jnewbery,,
#9568,jdust69,,
#9566,theuni,,
#9561,TheBlueMatt,,sipa
#9560,practicalswift,,
#9559,practicalswift,,
#9558,TheBlueMatt,kallewoof,jonasschnelli
#9557,practicalswift,,
#9556,practicalswift,dcousens,laanwj
#9555,practicalswift,,MarcoFalke
#9554,practicalswift,,MarcoFalke
#9553,practicalswift,dcousens,laanwj
#9552,jamesmacwhite,,laanwj
#9551,2HCHO,,
#9550,gmaxwell,,MarcoFalke
#9549,practicalswift,,sipa
#9548,morcos,gmaxwell,laanwj
#9547,practicalswift,,laanwj
#9545,practicalswift,,
#9544,practicalswift,,laanwj
#9543,ghost,,
#9542,jnewbery,,laanwj
#9539,practicalswift,dcousens,laanwj
#9538,practicalswift,,laanwj
#9537,luke-jr,,
#9536,practicalswift,,
#9535,TheBlueMatt,,laanwj
#9534,losh11,,
#9533,sipa,,laanwj
#9532,practicalswift,dcousens,laanwj
#9531,morcos,dcousens,MarcoFalke
#9529,practicalswift,,
#9528,practicalswift,,MarcoFalke
#9527,ryanofsky,dougstrong77,
#9525,MarcoFalke,,MarcoFalke
#9524,MarcoFalke,,
#9522,achow101,,
#9520,sipa,dcousens|jonasschnelli,MarcoFalke
#9519,morcos,btcdrak|jtimon,laanwj
#9518,ryanofsky,,MarcoFalke
#9517,kallewoof,dcousens|gmaxwell,laanwj
#9516,kallewoof,,laanwj
#9514,theuni,,laanwj
#9513,theuni,,laanwj
#9512,sipa,dcousens|JeremyRubin,laanwj
#9511,morcos,,laanwj
#9510,practicalswift,,MarcoFalke
#9509,theuni,,
#9508,practicalswift,,MarcoFalke
#9507,sdaftuar,dcousens,sipa
#9506,sipa,,laanwj
#9505,JeremyRubin,,laanwj
#9504,achow101,,
#9503,JeremyRubin,luke-jr|luke-jr,
#9502,jonasschnelli,,
#9500,achow101,jonasschnelli,jonasschnelli
#9499,TheBlueMatt,instagibbs,laanwj
#9498,JeremyRubin,ryanofsky|ryanofsky,laanwj
#9497,JeremyRubin,,laanwj
#9496,paveljanik,dcousens,MarcoFalke
#9495,JeremyRubin,ryanofsky|ryanofsky,
#9494,jtimon,dcousens,laanwj
#9490,gmaxwell,,sipa
#9489,gmaxwell,,
#9487,droark,,MarcoFalke
#9486,TheBlueMatt,,laanwj
#9485,mcelrath,jnewbery,laanwj
#9484,gmaxwell,,sipa
#9483,jonasschnelli,,
#9481,jonasschnelli,,laanwj
#9480,JeremyRubin,dcousens,sipa
#9478,kallewoof,,
#9476,kallewoof,dcousens,laanwj
#9475,luke-jr,,laanwj
#9474,sipa,,laanwj
#9473,MarcoFalke,,
#9472,sipa,,laanwj
#9471,fanquake,theuni,laanwj
#9470,laanwj,,MarcoFalke
#9469,fanquake,,laanwj
#9468,fanquake,,laanwj
#9467,fanquake,jonasschnelli,MarcoFalke
#9465,gmaxwell,dcousens|laanwj|sdaftuar,sipa
#9462,MarcoFalke,,laanwj
#9461,jonasschnelli,,jonasschnelli
#9460,laanwj,jonasschnelli|fanquake|paveljanik,laanwj
#9459,isle2983,,
#9457,MarcoFalke,,laanwj
#9453,jsmith-dev,,
#9452,isle2983,,
#9451,robmcl4,dcousens,
#9450,isle2983,,laanwj
#9447,morcos,,
#9446,jonasschnelli,dcousens,jonasschnelli
#9443,jl2012,,
#9442,gmaxwell,,
#9441,theuni,,sipa
#9436,MarcoFalke,jonasschnelli,MarcoFalke
#9435,ryanofsky,,MarcoFalke
#9433,droark,,MarcoFalke
#9428,rebroad,,
#9427,rebroad,,
#9424,gmaxwell,,laanwj
#9422,luke-jr,dcousens,
#9420,droark,,jonasschnelli
#9419,TheBlueMatt,,
#9418,rebroad,,
#9417,sipa,,laanwj
#9416,MarcoFalke,,MarcoFalke
#9415,gmaxwell,,
#9414,rebroad,,
#9413,jonasschnelli,,jonasschnelli
#9412,jonasschnelli,,jonasschnelli
#9408,jonasschnelli,,sipa
#9407,anditto,jonasschnelli,MarcoFalke
#9406,droark,,MarcoFalke
#9405,djp3,,
#9404,morcos,,sipa
#9403,rebroad,,
#9402,rebroad,,
#9401,instagibbs,,MarcoFalke
#9400,instagibbs,,sipa
#9399,MarcoFalke,,
#9396,accraze,,laanwj
#9395,morcos,instagibbs|jonasschnelli,MarcoFalke
#9393,MarcoFalke,,laanwj
#9391,MarcoFalke,dcousens,
#9390,MarcoFalke,theuni,laanwj
#9389,MarcoFalke,dcousens,laanwj
#9388,rebroad,,
#9387,kallewoof,dcousens|laanwj,laanwj
#9382,btcdrak,,laanwj
#9381,ryanofsky,MarcoFalke,meshcollider
#9380,morcos,,laanwj
#9378,ryanofsky,,laanwj
#9377,jonasschnelli,,laanwj
#9376,btcdrak,,laanwj
#9375,TheBlueMatt,,sipa
#9373,droark,,laanwj
#9372,kallewoof,,
#9371,morcos,,laanwj
#9370,jonasschnelli,,
#9369,ryanofsky,jonasschnelli|kallewoof,laanwj
#9368,smatthewenglish,,
#9367,MarcoFalke,,laanwj
#9366,kallewoof,,laanwj
#9365,laanwj,,
#9363,rebroad,,
#9361,kallewoof,jonasschnelli,
#9359,ryanofsky,,MarcoFalke
#9358,funbucks,,
#9357,sdaftuar,,laanwj
#9355,hoffmabc,,
#9354,sipa,,laanwj
#9353,laanwj,,sipa
#9352,sdaftuar,,laanwj
#9351,ryanofsky,,
#9350,Christewart,,MarcoFalke
#9349,sipa,dcousens|jonasschnelli,sipa
#9347,MarcoFalke,,laanwj
#9346,sipa,laanwj,sipa
#9344,gmaxwell,dcousens|laanwj,laanwj
#9343,morcos,,laanwj
#9342,richardkiss,,
#9340,MarcoFalke,,laanwj
#9339,goku1997,,
#9338,rebroad,,
#9336,richardkiss,,
#9335,richardkiss,,MarcoFalke
#9334,sipa,,laanwj
#9333,ryanofsky,jonasschnelli,laanwj
#9332,ryanofsky,,laanwj
#9331,ryanofsky,MarcoFalke,laanwj
#9330,jonasschnelli,,laanwj
#9329,jonasschnelli,laanwj,laanwj
#9326,gmaxwell,jonasschnelli,laanwj
#9325,rebroad,,
#9324,goku1997,,
#9323,gmaxwell,jonasschnelli,laanwj
#9322,MarcoFalke,laanwj,laanwj
#9319,gmaxwell,theuni,sipa
#9316,MarcoFalke,,laanwj
#9315,rebroad,,
#9313,morcos,dcousens,laanwj
#9312,morcos,dcousens|btcdrak,laanwj
#9311,morcos,,laanwj
#9310,ryanofsky,,sipa
#9309,morcos,,MarcoFalke
#9308,ryanofsky,,laanwj
#9307,ryanofsky,dcousens,sipa
#9306,ryanofsky,,
#9305,kallewoof,dcousens|jonasschnelli,laanwj
#9304,droark,,
#9303,sipa,jonasschnelli,MarcoFalke
#9302,sipa,,laanwj
#9300,rebroad,,
#9299,morcos,,laanwj
#9298,jonasschnelli,,
#9297,Mirobit,jonasschnelli,MarcoFalke
#9296,morcos,,laanwj
#9295,jonasschnelli,doublek420,sipa
#9294,jonasschnelli,,laanwj
#9293,gmaxwell,,laanwj
#9292,sipa,,laanwj
#9291,sipa,,laanwj
#9290,gmaxwell,,sipa
#9289,theuni,,laanwj
#9288,morcos,,laanwj
#9286,gmaxwell,,
#9284,jonasschnelli,,
#9283,sipa,dcousens|dcousens|dcousens|jonasschnelli,laanwj
#9282,paveljanik,,laanwj
#9281,kallewoof,,MarcoFalke
#9280,jonasschnelli,,jonasschnelli
#9279,jtimon,dcousens,laanwj
#9277,smatthewenglish,,
#9276,morcos,,laanwj
#9274,MarcoFalke,,MarcoFalke
#9273,TheBlueMatt,,laanwj
#9271,jtimon,reinier19|reinier19|reinier1991,
#9269,sipa,,laanwj
#9268,TheBlueMatt,dcousens,sipa
#9267,morcos,,laanwj
#9266,luke-jr,,laanwj
#9265,laanwj,,MarcoFalke
#9264,laanwj,,laanwj
#9263,luke-jr,,
#9262,instagibbs,TheBlueMatt|btcdrak,laanwj
#9261,morcos,,laanwj
#9260,TheBlueMatt,sdaftuar,sipa
#9259,sdaftuar,,
#9257,sdaftuar,,MarcoFalke
#9256,jonasschnelli,,
#9255,laanwj,,laanwj
#9254,fanquake,theuni,laanwj
#9253,TheBlueMatt,,sipa
#9252,sdaftuar,,sipa
#9251,wodry,,MarcoFalke
#9249,wodry,,
#9246,gmaxwell,,MarcoFalke
#9244,kallewoof,,sipa
#9243,TheBlueMatt,dcousens,sipa
#9240,morcos,jonasschnelli,sipa
#9239,morcos,,laanwj
#9238,jonasschnelli,,
#9236,gmaxwell,,laanwj
#9235,kallewoof,,
#9234,laanwj,,laanwj
#9233,fsb4000,,MarcoFalke
#9230,TheBlueMatt,dcousens,laanwj
#9229,TheBlueMatt,,laanwj
#9227,pstratem,,laanwj
#9226,gmaxwell,,sipa
#9225,TheBlueMatt,,laanwj
#9224,ivdsangen,,laanwj
#9223,smatthewenglish,dcousens|fanquake|paveljanik,MarcoFalke
#9222,dooglus,ryanofsky,laanwj
#9221,MarcoFalke,,MarcoFalke
#9220,kallewoof,,MarcoFalke
#9219,laanwj,,MarcoFalke
#9218,laanwj,,jonasschnelli
#9216,paveljanik,,MarcoFalke
#9211,MarcoFalke,,laanwj
#9208,sdaftuar,dcousens|gmaxwell,laanwj
#9207,AmirAbrams,,laanwj
#9206,btcdrak,,MarcoFalke
#9205,in3rsha,,laanwj
#9204,instagibbs,,laanwj
#9203,jnewbery,,
#9202,laanwj,jonasschnelli,laanwj
#9200,laanwj,,laanwj
#9199,gmaxwell,,sipa
#9196,ryanofsky,,laanwj
#9194,instagibbs,,laanwj
#9193,jeot,,
#9191,MarcoFalke,,laanwj
#9190,laanwj,,laanwj
#9189,sipa,,laanwj
#9188,gmaxwell,,sipa
#9186,laanwj,,laanwj
#9185,jonasschnelli,laanwj,jonasschnelli
#9183,TheBlueMatt,,sipa
#9180,mruddy,,
#9179,MarcoFalke,,laanwj
#9178,MarcoFalke,,laanwj
#9177,jtimon,,
#9176,jtimon,,laanwj
#9175,mruddy,,
#9174,Christewart,,
#9172,laanwj,,laanwj
#9171,jonasschnelli,,
#9169,theuni,,laanwj
#9168,mrbandrews,,MarcoFalke
#9167,morcos,,
#9165,instagibbs,dcousens|Jamielee11,laanwj
#9164,instagibbs,,sipa
#9162,jonathan0405,,
#9160,ryanofsky,,laanwj
#9159,ryanofsky,,MarcoFalke
#9158,Leviathn,,
#9156,jonasschnelli,,laanwj
#9155,carryforward,,MarcoFalke
#9154,XertroV,,
#9152,luke-jr,,
#9151,MarcoFalke,,laanwj
#9150,luke-jr,,
#9145,MarcoFalke,,jonasschnelli
#9144,fanquake,,MarcoFalke
#9143,jonasschnelli,MarcoFalke|ryanofsky,laanwj
#9142,jonasschnelli,,laanwj
#9141,jonasschnelli,,laanwj
#9140,luke-jr,,laanwj
#9139,ryanofsky,,MarcoFalke
#9138,morcos,,sipa
#9137,ryanofsky,,
#9136,ryanofsky,,MarcoFalke
#9133,morcos,dcousens,laanwj
#9132,jonasschnelli,,laanwj
#9131,jonasschnelli,,laanwj
#9130,paveljanik,,jonasschnelli
#9129,rebroad,,
#9128,theuni,,sipa
#9125,sipa,theuni,laanwj
#9124,paveljanik,,laanwj
#9123,morcos,,
#9122,visvirial,,MarcoFalke
#9121,paveljanik,dcousens,laanwj
#9120,UdjinM6,,laanwj
#9118,dooglus,,
#9117,theuni,,laanwj
#9116,ondrejsika,,
#9115,paveljanik,,laanwj
#9114,fanquake,,laanwj
#9113,rebroad,,
#9112,laanwj,,laanwj
#9111,fanquake,,laanwj
#9108,ryanofsky,,laanwj
#9107,morcos,ryanofsky|ryanofsky,sipa
#9102,instagibbs,jtimon|dcousens,
#9101,pstratem,,
#9100,dcousens,,MarcoFalke
#9098,MarcoFalke,,laanwj
#9097,MarcoFalke,,MarcoFalke
#9095,MarcoFalke,,jonasschnelli
#9094,laanwj,,jonasschnelli
#9093,MarcoFalke,,laanwj
#9091,rebroad,,
#9090,sagit77,,
#9088,rebroad,,laanwj
#9087,jtimon,,MarcoFalke
#9085,TheBlueMatt,,sipa
#9083,smatthewenglish,,MarcoFalke
#9082,rebroad,,
#9077,ryanofsky,,MarcoFalke
#9076,jonasschnelli,,
#9075,TheBlueMatt,,sipa
#9073,instagibbs,,laanwj
#9071,sipa,,laanwj
#9070,kazcw,,laanwj
#9069,jnewbery,,laanwj
#9067,UdjinM6,,laanwj
#9066,domob1812,,laanwj
#9065,laanwj,,MarcoFalke
#9064,smatthewenglish,Xekyo,
#9063,paveljanik,,laanwj
#9062,rebroad,,
#9061,rebroad,,
#9060,robmcl4,,laanwj
#9059,Vitaminmm,,
#9058,ryanofsky,,laanwj
#9055,rebroad,,
#9053,gmaxwell,dcousens,sipa
#9052,gmaxwell,dcousens,laanwj
#9050,theuni,,laanwj
#9049,TheBlueMatt,laanwj,laanwj
#9048,sdaftuar,,laanwj
#9045,TheBlueMatt,,sipa
#9043,MarcoFalke,,jonasschnelli
#9042,MarcoFalke,dcousens,laanwj
#9041,smatthewenglish,,MarcoFalke
#9039,sipa,dcousens,laanwj
#9037,EthanHeilman,kazcw|kallewoof,laanwj
#9036,laanwj,,sipa
#9033,MarcoFalke,,laanwj
#9032,laanwj,,laanwj
#9030,rebroad,,
#9029,smatthewenglish,,laanwj
#9026,sdaftuar,,sipa
#9025,jnewbery,,laanwj
#9023,jnewbery,,laanwj
#9022,fanquake,,laanwj
#9021,gzuser01,,
#9020,laanwj,,laanwj
#9018,ryanofsky,,
#9017,instagibbs,,
#9016,instagibbs,,laanwj
#9015,theuni,,laanwj
#9014,TheBlueMatt,reinier1991,laanwj
#9013,gtsui,,laanwj
#9012,luke-jr,,laanwj
#9011,laanwj,,laanwj
#9010,laanwj,MarcoFalke,sipa
#9008,MarcoFalke,,laanwj
#9004,unsystemizer,,laanwj
#9002,gmaxwell,,laanwj
#9000,theuni,,
#8996,luke-jr,,jonasschnelli
#8995,TheBlueMatt,,laanwj
#8994,jtimon,,
#8993,paveljanik,,laanwj
#8992,instagibbs,,
#8990,laanwj,,laanwj
#8989,jonasschnelli,,laanwj
#8985,jonasschnelli,dcousens,jonasschnelli
#8983,rebroad,,
#8982,smatthewenglish,,MarcoFalke
#8981,paveljanik,,laanwj
#8980,luke-jr,jonasschnelli|paveljanik,laanwj
#8977,jonasschnelli,,laanwj
#8976,laanwj,,laanwj
#8975,jtimon,,laanwj
#8974,smatthewenglish,,
#8972,MarcoFalke,,laanwj
#8969,TheBlueMatt,kazcw,laanwj
#8968,TheBlueMatt,,laanwj
#8965,anduck,,MarcoFalke
#8964,rebroad,,
#8963,rebroad,,
#8962,rebroad,,
#8961,rebroad,,
#8960,mruddy,,laanwj
#8959,rebroad,,
#8958,rebroad,dcousens,
#8957,rebroad,,
#8955,mruddy,,laanwj
#8954,MarcoFalke,jonasschnelli,laanwj
#8952,pedrobranco,,
#8951,luke-jr,,laanwj
#8950,jl2012,,
#8949,gmaxwell,,laanwj
#8948,Michagogo,,laanwj
#8947,Michagogo,,laanwj
#8944,TheBlueMatt,,laanwj
#8943,harding,,laanwj
#8942,MarcoFalke,,laanwj
#8941,cdecker,,
#8940,TheBlueMatt,,laanwj
#8939,sipa,,laanwj
#8938,smatthewenglish,,
#8937,sipa,,laanwj
#8936,rebroad,,laanwj
#8935,pooleja,,laanwj
#8932,btcdrak,,laanwj
#8930,TheBlueMatt,,sipa
#8929,sigwo,jonasschnelli,laanwj
#8928,TheBlueMatt,,laanwj
#8927,jl2012,,laanwj
#8925,rebroad,,laanwj
#8922,TheBlueMatt,,laanwj
#8921,jtimon,,laanwj
#8920,fanquake,paveljanik,laanwj
#8918,luke-jr,,laanwj
#8916,laanwj,,laanwj
#8915,petertodd,,MarcoFalke
#8914,laanwj,paveljanik,laanwj
#8911,laanwj,,laanwj
#8909,btcdrak,,
#8908,smatthewenglish,,jonasschnelli
#8906,MarcoFalke,,laanwj
#8904,dagurval,,laanwj
#8903,crowning-,,
#8901,MitchellCash,,
#8899,fanquake,,laanwj
#8896,randy-waterhouse,jonasschnelli|paveljanik,MarcoFalke
#8895,JeremyRubin,TheBlueMatt,sipa
#8894,jnewbery,,laanwj
#8892,laanwj,jonasschnelli,laanwj
#8891,fanquake,jonasschnelli,MarcoFalke
#8890,fanquake,,laanwj
#8889,luke-jr,,
#8888,theuni,dcousens,
#8887,fanquake,,MarcoFalke
#8885,theuni,jonasschnelli,jonasschnelli
#8884,luke-jr,,laanwj
#8883,jnewbery,jonasschnelli,laanwj
#8882,sdaftuar,,MarcoFalke
#8881,jnewbery,,MarcoFalke
#8880,laanwj,dcousens|jonasschnelli|paveljanik,laanwj
#8879,MarcoFalke,,laanwj
#8877,luke-jr,,jonasschnelli
#8874,achow101,,laanwj
#8873,ryanofsky,,laanwj
#8872,TheBlueMatt,,laanwj
#8871,TheBlueMatt,dcousens,
#8870,czzarr,,
#8866,MarcoFalke,,MarcoFalke
#8865,TheBlueMatt,,laanwj
#8863,MarcoFalke,,laanwj
#8862,theuni,,laanwj
#8860,MarcoFalke,,MarcoFalke
#8859,MarcoFalke,,
#8858,laanwj,,laanwj
#8857,MarcoFalke,,MarcoFalke
#8856,jtimon,,laanwj
#8855,jtimon,,
#8854,sdaftuar,,MarcoFalke
#8853,czzarr,,
#8852,laanwj,,laanwj
#8851,MarcoFalke,,laanwj
#8850,laanwj,dcousens|btcdrak,laanwj
#8849,czzarr,,
#8848,jl2012,,laanwj
#8845,jnewbery,,laanwj
#8844,jnewbery,,
#8843,laanwj,,
#8841,jl2012,,laanwj
#8840,laanwj,,laanwj
#8839,laanwj,,laanwj
#8838,jnewbery,,laanwj
#8837,jnewbery,,laanwj
#8836,jnewbery,,laanwj
#8835,MarcoFalke,,laanwj
#8834,MarcoFalke,,laanwj
#8832,MarcoFalke,jonasschnelli|paveljanik|dcousens,laanwj
#8831,pstratem,,
#8830,jnewbery,MarcoFalke,laanwj
#8829,jnewbery,,MarcoFalke
#8828,pstratem,,laanwj
#8827,sdaftuar,,MarcoFalke
#8826,paveljanik,,laanwj
#8824,jnewbery,jonasschnelli,laanwj
#8823,laanwj,,laanwj
#8822,laanwj,jonasschnelli,laanwj
#8821,MarcoFalke,,jonasschnelli
#8820,fanquake,jonasschnelli,laanwj
#8819,fanquake,jonasschnelli,laanwj
#8817,jnewbery,,laanwj
#8816,czzarr,,
#8815,laanwj,,laanwj
#8814,MarcoFalke,dcousens,laanwj
#8813,laanwj,jonasschnelli,laanwj
#8811,laanwj,,laanwj
#8810,laanwj,,laanwj
#8809,MarcoFalke,,
#8808,paveljanik,dcousens,
#8807,MarcoFalke,,laanwj
#8805,Derek701,,MarcoFalke
#8804,wangxinxi,,
#8803,jl2012,,laanwj
#8802,MitchellCash,,laanwj
#8801,tjps,,
#8800,gmaxwell,,
#8796,jnewbery,dcousens|jonasschnelli,laanwj
#8795,ghost,achow101,
#8794,paveljanik,dcousens,laanwj
#8793,paveljanik,laanwj,laanwj
#8791,MarcoFalke,jonasschnelli,laanwj
#8790,MarcoFalke,,MarcoFalke
#8789,MarcoFalke,,MarcoFalke
#8788,jonasschnelli,,laanwj
#8787,AmirAbrams,,laanwj
#8786,achow101,,laanwj
#8785,instagibbs,,laanwj
#8784,luke-jr,dcousens,
#8783,MarcoFalke,laanwj,laanwj
#8781,MarcoFalke,,laanwj
#8780,MarcoFalke,dcousens,laanwj
#8779,MarcoFalke,,laanwj
#8777,MarcoFalke,laanwj,laanwj
#8776,luke-jr,jonasschnelli,sipa
#8775,luke-jr,,
#8774,luke-jr,jonasschnelli,jonasschnelli
#8773,luke-jr,,MarcoFalke
#8772,luke-jr,,laanwj
#8771,luke-jr,MarcoFalke|jonasschnelli,laanwj
#8769,unsystemizer,,laanwj
#8768,MarcoFalke,jonasschnelli|jonasschnelli|dcousens|laanwj,laanwj
#8766,unsystemizer,,
#8765,jonasschnelli,laanwj|paveljanik|fanquake|luke-jr,laanwj
#8764,jonasschnelli,MarcoFalke,
#8763,CryptAxe,,
#8762,murtyjones,dcousens|jonasschnelli,laanwj
#8760,MarcoFalke,laanwj|dcousens|jonasschnelli,laanwj
#8757,jonasschnelli,,
#8756,jl2012,,
#8755,jl2012,,
#8754,fanquake,,laanwj
#8753,laanwj,,laanwj
#8751,afk11,,
#8750,MarcoFalke,laanwj,laanwj
#8747,jnewbery,sdaftuar|laanwj|jonasschnelli,laanwj
#8746,achow101,,
#8745,jonasschnelli,,
#8744,MarcoFalke,btcdrak,laanwj
#8743,fanquake,,laanwj
#8742,fanquake,laanwj,laanwj
#8740,laanwj,sipa|dcousens,laanwj
#8739,sdaftuar,laanwj,laanwj
#8737,paveljanik,MarcoFalke|fanquake|laanwj,laanwj
#8736,wjx,,laanwj
#8735,jonasschnelli,,
#8734,rebroad,,
#8733,rebroad,,
#8731,rebroad,,
#8730,laanwj,,laanwj
#8729,rebroad,,
#8728,rebroad,,
#8727,rebroad,,
#8726,rebroad,,
#8725,rebroad,,
#8724,MarcoFalke,jonasschnelli,MarcoFalke
#8723,jonasschnelli,dcousens,
#8722,laanwj,luke-jr,laanwj
#8720,andersoyvind,fanquake|paveljanik|MarcoFalke|laanwj,laanwj
#8717,spencerlievens,,laanwj
#8716,MarcoFalke,,laanwj
#8715,theuni,,laanwj
#8714,MarcoFalke,,MarcoFalke
#8713,MarcoFalke,,MarcoFalke
#8712,jonasschnelli,,jonasschnelli
#8710,MarcoFalke,,laanwj
#8709,rebroad,,laanwj
#8708,theuni,,
#8707,theuni,laanwj,laanwj
#8704,achow101,luke-jr|luke-jr,laanwj
#8703,SCDeveloper,,
#8702,isle2983,,laanwj
#8701,isle2983,laanwj,laanwj
#8700,isle2983,,laanwj
#8699,jl2012,,laanwj
#8697,rodasmith,,laanwj
#8696,pstratem,laanwj,laanwj
#8695,pstratem,,
#8694,luke-jr,,
#8693,instagibbs,,laanwj
#8690,sipa,,laanwj
#8688,sipa,laanwj,laanwj
#8687,luke-jr,,
#8686,bitcoinsSG,,
#8685,jl2012,,
#8683,bitcoinsSG,,laanwj
#8681,JeremyRubin,,sipa
#8680,theuni,,laanwj
#8679,sipa,,laanwj
#8678,jonasschnelli,,jonasschnelli
#8677,paveljanik,,laanwj
#8676,isle2983,,laanwj
#8675,isle2983,,laanwj
#8674,isle2983,,laanwj
#8673,JeremyRubin,,MarcoFalke
#8672,hsjoberg,,jonasschnelli
#8671,JeremyRubin,,MarcoFalke
#8667,jl2012,,MarcoFalke
#8665,NicolasDorier,,laanwj
#8664,sdaftuar,,laanwj
#8663,mruddy,,laanwj
#8662,btcdrak,,laanwj
#8661,gmaxwell,btcdrak,laanwj
#8660,djpnewton,,
#8658,paveljanik,dcousens,laanwj
#8656,paveljanik,,laanwj
#8655,paveljanik,MarcoFalke,laanwj
#8654,jl2012,,
#8653,sstone,,
#8652,mrwhythat,,MarcoFalke
#8651,sipa,,sipa
#8650,JeremyRubin,,
#8648,gmaxwell,,
#8646,gmaxwell,,
#8645,droark,,laanwj
#8644,gmaxwell,,
#8643,jonasschnelli,,
#8642,rebroad,,
#8640,fanquake,,laanwj
#8638,djpnewton,,laanwj
#8637,sipa,,laanwj
#8636,jl2012,btcdrak|afk11,laanwj
#8635,jl2012,,
#8634,jl2012,afk11|sipa,laanwj
#8633,JeremyRubin,,
#8632,JeremyRubin,,
#8631,theuni,,
#8629,jtimon,,laanwj
#8626,netsafe,,laanwj
#8625,isle2983,,MarcoFalke
#8624,MarcoFalke,,sipa
#8623,daddinuz,,
#8622,rebroad,,
#8621,MarcoFalke,,laanwj
#8620,rebroad,,
#8619,rebroad,,
#8618,rebroad,,
#8617,luke-jr,,sipa
#8613,sipa,,laanwj
#8612,sipa,,laanwj
#8611,sipa,,laanwj
#8610,sipa,,sipa
#8608,nomnombtc,,laanwj
#8607,MarcoFalke,,laanwj
#8606,sipa,,sipa
#8604,laanwj,,laanwj
#8603,fanquake,,laanwj
#8602,fanquake,,laanwj
#8601,laanwj,,laanwj
#8600,MarcoFalke,,laanwj
#8598,fivepiece,,
#8597,rebroad,,
#8596,rebroad,,
